,Capacity
0,0.7852781208785192
1,1.3443555553017368
2,1.317502710734752
3,1.2973654679476911
4,1.263960414854898
5,1.2589496187032136
6,1.2806197690202599
7,1.2572786868607095
8,1.2226260041048898
9,1.2292772249257495
10,1.2275780135689456
11,1.2133872888296768
12,1.230223614493081
13,1.1927530108462678
14,1.1867106635987799
15,1.1914875140242167
16,1.214178606017816
17,1.2094387558721402
18,1.207072299940321
19,1.162961249391913
20,1.17887968705904
21,1.2945104146044433
22,1.2602567563003473
23,1.2408721291565108
24,1.252197340273113
25,1.2279025700477384
26,1.1917170308946994
27,1.1858570240011006
28,1.1840938286611427
29,1.2059829135917657
30,1.165428493679393
31,1.1790060613193858
32,1.2013113747183153
33,1.165597803317432
34,1.180303335055002
35,1.1658134189695046
36,1.1763960515773761
37,1.1458325512940766
38,1.167557759980296
39,1.145636654711916
40,1.1443667002824445
41,1.1605177686388095
42,1.2272013042602479
43,1.2454797202045476
44,1.1722288849037228
45,1.1953514999944956
46,1.1919514716203925
47,1.2296223665252586
48,1.2774519419396988
49,1.2433879751668584
50,1.230802542912592
51,1.2162358534094664
52,1.2088335726499548
53,1.1946181162240357
54,1.1734248134794991
55,1.1404596305913128
56,1.1821716406845988
57,1.1480663382055174
58,1.1825381935034152
59,1.1552092862846601
60,1.1216816712671696
61,1.162666262561457
62,1.124695615744926
63,1.1664177948797931
64,1.1346745156379465
65,1.1012231317092755
66,1.1560733948472832
67,1.1385609898764002
68,1.1757265448773706
69,1.1969385632452556
70,1.1267457988726266
71,1.1601031368559531
72,1.1361458729690275
73,1.1397253894261876
74,1.1560010024767575
75,1.126818619026835
76,1.116688355680394
77,1.1330613197666846
78,1.0893839897995972
79,1.1120836459259367
80,1.1279950254648337
81,1.1386774565024178
82,1.1271136962200643
83,1.1101508869653747
84,1.1344632260422465
85,1.108458756302863
86,1.0768220870214844
87,1.128398212919817
88,1.1066350346531368
89,1.271609072217319
90,1.2415767175377967
91,1.174652904422814
92,1.1989389885187762
93,1.1461398965188563
94,1.129224378671885
95,1.1103432888019913
96,1.153909472897475
97,1.1302191455340138
98,1.1258719408034097
99,1.1430108283920968
100,1.1372731775310292
101,1.1290590137779504
