,CCCT,CVCT,V37_419,V38_419,V37_41,V38_41,Temperature,peak_v_arr1,peak_IC_arr1,peak_v_arr2,peak_IC_arr2,peak_v_arr3,peak_IC_arr3,Capacity
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2700.4,8080.2,2529.5,2470.7,1730.0,1671.1999999999998,27.426506912059374,3.955944471487679,23.70402556451326,4.043823006930882,53.885659660342405,4.078358620931864,55.32136102354818,1.814238465116796
2,2626.2,8164.2,2450.0,2393.7,1603.7,1547.4,27.367887358203696,3.9608356900881794,23.65623872807618,4.050736639503726,52.667571892816454,4.050736639503726,52.667571892816454,1.812859679313087
3,2593.1,8181.799999999999,2450.7999999999997,2397.2999999999997,1647.9,1594.4,27.683525850245356,4.045384782309041,55.07074265006735,4.079175127729223,53.659662550716966,4.079199131083222,53.65965567307453,1.814424244673997
4,2635.6,8158.9,2461.1,2407.4,1627.6,1573.8999999999999,27.711883966676037,3.959143908734689,23.908436874072112,4.046371823417443,53.02834303469121,4.046371823417443,53.02834303469121,1.812800333853042
5,2641.0,8125.4,2471.4,2418.7000000000003,1627.5,1574.8000000000002,27.621253412790008,3.9598347229272512,23.892001176457885,4.0466700438218615,54.80835910537938,4.081561360827074,53.19945290104627,1.7946038703195293
6,2719.7,8010.2,2571.2,2514.3999999999996,1755.7,1698.9,27.457331771062783,3.957978424185674,25.24189346411717,4.041564581189107,58.75101508711116,4.07776492676523,56.92461559970845,1.816519171293833
7,2754.1,7905.5,2583.1,2522.6,1798.8999999999999,1738.3999999999999,27.880433672185177,3.952418902935896,24.683152252212384,4.036851011198459,58.114983816874535,4.077941469564354,56.064631525029,1.819833556519024
8,2706.4,7818.599999999999,2550.8999999999996,2492.8999999999996,1767.6000000000001,1709.6000000000001,27.648509159182588,3.9521439836194237,24.620930545682555,4.036919462040173,58.23838923851703,4.076339387082994,54.285209233249596,1.816980986440728
9,2708.1,7852.0,2552.2999999999997,2494.3999999999996,1762.6999999999998,1704.8,27.71423443658919,3.9525332011613745,24.390965776785787,4.037344879619774,57.64267874205761,4.078941658059396,54.98879764566847,1.8047602710768988
10,2726.9,7800.4,2568.4,2510.6,1771.6,1713.8,28.045747000161104,3.9534807713578504,24.576493074303855,4.038425877366651,58.96332212159399,4.080339902523152,55.812394654250426,1.802177888140868
11,2757.1,7887.299999999999,2589.0,2529.9,1798.3999999999999,1739.3,27.380863355757604,3.9525884422982562,24.639969745600112,4.036194706284178,58.968637518166034,4.078794784430171,56.119866817895314,1.810054375611175
12,2768.9,7621.599999999999,2613.1,2553.2,1856.8000000000002,1796.9,27.991728113587282,3.946068270870027,24.1670975597141,4.031056387772129,58.37112315819958,4.069572649569419,54.97002545666023,1.8191618703574552
13,2790.1,7753.4,2623.0,2560.2,1869.5,1806.6999999999998,28.03845869109343,3.944339112323406,23.875006493810755,4.030167833237433,58.15844481552898,4.072656906242788,55.00861102065268,1.806344581230731
14,2758.9,7682.5,2608.7,2548.9,1855.6999999999998,1795.8999999999999,27.90932287798169,3.944569769105217,23.964827727522323,4.030111524545797,58.13292407981435,4.070151755238806,54.92445175652261,1.8120006378747944
15,2770.3,7791.299999999999,2607.7,2546.2,1849.7,1788.2,27.82249628303924,3.9445758901395553,23.848408687939877,4.031280900028941,57.86079613275137,4.071130066166969,54.933887360152575,1.809238569578753
16,2752.5,7958.7,2603.1,2543.6,1838.3,1778.8,27.923175717822673,3.947537230799747,23.85229617175692,4.032418325977735,58.76706078922441,4.076902965368938,56.139722060354295,1.7820717716005336
17,2818.2,7379.2,2646.9,2582.2,1891.0,1826.3,28.435350059384103,3.944772387949622,24.994908973376546,4.031095652739386,58.996069367813206,4.069181466286445,54.44371308410073,1.8145504562341048
18,2820.1,7427.5,2631.2,2565.9,1878.1,1812.8,28.25597239488237,3.943873835209604,24.541455993933713,4.031216507182047,58.908888906650525,4.072289304159922,54.785968005313265,1.809153485164282
19,2788.1,7435.7,2617.5,2553.6,1866.3,1802.3999999999999,28.10277979814242,3.944812678803467,24.441474567956856,4.032079760658152,59.08996713920869,4.071545174534364,55.35258147865171,1.806555150809371
20,2794.2,7482.5,2613.9,2550.3,1863.6,1800.0,28.018127977648717,3.943461330658772,24.32808801282434,4.030824562372376,58.67135169001857,4.073407640134008,54.93237178116216,1.802401655959492
21,2764.1,7521.9,2601.5,2539.0,1843.0,1780.5,27.785336494387973,4.032147513130976,58.08121802515364,4.074096167098838,54.46492391110269,4.074096167098838,54.46492391110269,1.7964331683322998
22,2747.4,7757.799999999999,2596.1,2536.5,1833.6000000000001,1774.0,27.94901643994146,3.947532587179997,24.298661853533872,4.033416548472407,59.103112771162735,4.076226333672083,55.3416240858037,1.8088036930508289
23,793.7,6726.599999999999,686.0,686.0,185.2,185.2,27.318376966501937,4.094096510837421,22.34661277251671,4.094096510837421,22.34661277251671,4.094096510837421,22.34661277251671,1.7915527748749651
24,2772.6,7495.799999999999,2589.2999999999997,2528.0,1827.8,1766.5,27.288837445898064,3.9465018627575392,24.396536677713552,4.0333697663267705,58.70376539733514,4.08015616923184,54.46605210620982,1.7853375192239571
25,2765.1,7584.099999999999,2584.9,2523.7000000000003,1826.8999999999999,1765.7,27.28298872748812,3.945823757073998,24.168950927043163,4.032781198843341,58.4642899348302,4.078125035673003,54.305576258395234,1.793209210325309
26,2725.7,7565.4,2571.4,2512.0,1810.0,1750.6000000000001,27.197780853852997,4.033637050528136,58.08193627939823,4.074509158160399,54.01544209924575,4.074509158160399,54.01544209924575,1.7873097711102113
27,2725.4,7715.7,2558.0,2500.2000000000003,1794.6,1736.8,27.146854822454806,3.9467990897366634,24.03233095684469,4.034397117791681,57.91682438028694,4.078111407457016,54.471978133982056,1.7700926253324452
28,2732.1,7860.7,2565.5,2506.8999999999996,1789.8,1731.2,27.496716007814644,3.950871142467429,24.035324714191905,4.03678652476942,59.12252661278423,4.079452812346561,55.60855332159516,1.7700926253324452
29,2732.1,7860.7,2565.5,2506.8999999999996,1789.8,1731.2,27.496716007814644,3.950871142467429,24.035324714191905,4.03678652476942,59.12252661278423,4.079452812346561,55.60855332159516,1.7700926253324452
