,Capacity
0,1.8233077742149364
1,1.8142384651167962
2,1.8128596793130867
3,1.8144242446739973
4,1.812800333853042
5,1.7946038703195293
6,1.816519171293833
7,1.8198335565190242
8,1.816980986440728
9,1.8047602710768988
10,1.8021778881408677
11,1.810054375611175
12,1.8191618703574552
13,1.806344581230731
14,1.8120006378747944
15,1.809238569578753
16,1.7820717716005336
17,1.8145504562341046
18,1.809153485164282
19,1.8065551508093707
20,1.802401655959492
21,1.7964331683322998
22,1.8088036930508289
23,1.7915527748749653
24,1.7853375192239571
25,1.793209210325309
26,1.7873097711102113
27,1.7700926253324452
