,CCCT,CVCT,V37_419,V38_419,V37_41,V38_41,Temperature,peak_v_arr1,peak_IC_arr1,peak_v_arr2,peak_IC_arr2,peak_v_arr3,peak_IC_arr3,Capacity
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3043.3,7718.4,2853.2,2770.5,2162.2999999999997,2079.6,24.88380082102146,3.889669459724748,20.317479912075683,4.160712320565681,34.14082134257056,4.160783910640064,34.14082846676477,1.7314706281853145
2,3033.7,7727.5,2835.1,2743.1,2200.8,2108.8,24.465672215840407,3.8714015929314316,22.87219646403802,3.9909518678890685,48.83182770476644,4.163153800579387,30.351696712101376,1.7282350363146088
3,3018.0,7743.799999999999,2821.7,2730.5,2187.4,2096.2000000000003,24.32790671317934,3.871353937957663,22.153912534392617,4.166383509613125,30.240211342125257,4.166437785805734,30.240164843625344,1.720344742291621
4,3016.8,7740.9,2819.8,2728.5,2186.9,2095.6,24.57768126410447,3.868939294649129,22.057635652421066,4.1676860543591205,30.153759892895074,4.167795101506873,30.153659742288703,1.7221734367707635
5,3013.4,7744.299999999999,2892.0,2816.9,2206.1,2131.0,24.261768767406625,3.8984472377510704,26.994054220656633,4.143957922426279,30.08246784529749,4.1439859960205245,30.082461680801174,0.0
6,2439.2,8031.9,2389.5,2381.5,1799.7,1791.7,25.19894056280682,3.970088784586701,43.986272628141485,3.970088784586701,43.986272628141485,3.970088784586701,43.986272628141485,1.708669577331945
7,2986.4,7779.2,2796.7999999999997,2705.7999999999997,2178.2,2087.2,25.043682710446248,3.8637751476168107,21.193157419943645,4.165593840337836,29.51650692031926,4.165896896194313,29.51605385355682,1.7036476485918646
8,2966.2,7799.299999999999,2776.9,2687.3,2156.8,2067.2000000000003,24.717555225031102,3.8655333010660633,20.914501070887905,4.170783698122898,29.445466483867353,4.170983843040833,29.445721520882703,1.6958375743577971
9,2943.4,7819.9,2758.7,2670.2999999999997,2138.9,2050.5,24.48751372344515,3.866169846965641,20.611857881901347,4.0254122408540045,44.37594360745936,4.137723839420883,28.244883245046847,1.6949064846676911
10,2897.9,2461.7999999999993,8309.0,8242.3,2136.6,2069.9,23.40628273974248,3.9012251092008414,25.653958705550494,4.0356236309799005,51.02345414036817,4.166578534660372,31.634827697266008,1.6874768094352457
11,2921.5,7848.4,2741.5,2654.3999999999996,2118.9,2031.8,24.321482865801453,3.866817627059765,20.323668144897134,4.16899574796364,29.437446179689392,4.169408316240592,29.437153983912832,1.685989172917945
12,2896.7,7874.599999999999,2722.7,2637.2999999999997,2102.5,2017.1,24.31747131821503,3.8664610731659486,20.048914629621198,4.1678876635182975,29.399412985597387,4.168229431634813,29.398984321336314,1.6782864747774933
