,CCCT,CVCT,V37_419,V38_419,V37_41,V38_41,Temperature
0,2915.1,7888.2,2735.1,2661.7999999999997,2029.7000000000003,1956.4,27.46874317220577
1,2963.5,7840.9,2737.1000000000004,2652.2000000000003,2079.1000000000004,1994.2000000000003,27.48786431190017
2,2956.0,7847.099999999999,2721.1,2636.3,2076.7999999999997,1992.0,27.37862941989798
3,2942.4,7861.799999999999,2716.5,2631.4,2088.4,2003.3000000000002,27.69584937860347
4,2930.7,7866.0,2707.7,2622.4,2086.5,2001.2,27.72630989215193
5,2943.6,7826.4,2753.7000000000003,2677.7000000000003,2092.0,2015.9999999999998,27.441559803681642
6,28.5,7687.5,2860.2,2780.6,2172.2,2092.6,27.281424706621248
7,3042.7,7641.299999999999,2800.1000000000004,2712.9,2161.9,2074.7,27.923710928655783
8,3015.3,7541.5,2774.9,2688.1,2150.6,2063.7999999999997,27.697575183177722
9,3002.6,7576.0,2764.2999999999997,2677.7999999999997,2141.7999999999997,2055.2999999999997,27.77263834426661
10,28.7,7529.4,2828.5,2749.6,2156.0,2077.1,27.862896402270046
11,28.7,7617.0,2837.2000000000003,2758.5,2150.3,2071.6,27.242803554387834
12,28.7,7394.5,2776.7000000000003,2689.7000000000003,2149.2000000000003,2062.2000000000003,28.077432823135297
13,28.8,7566.2,2766.3999999999996,2679.3999999999996,2142.0,2055.0,28.130101514422655
14,28.8,7477.299999999999,2754.8,2668.4,2128.3,2041.9,28.008160535724386
15,28.8,7604.9,2737.9,2652.2,2114.7000000000003,2029.0000000000002,27.93123265293994
16,28.9,7742.4,2800.2,2722.7,2117.0,2039.5000000000002,27.80435193010736
17,28.9,7168.4,2833.2,2750.9,2179.0,2096.7000000000003,28.3045248128492
18,29.0,7254.4,2766.6,2678.5,2151.8,2063.7000000000003,28.338880714307447
19,29.0,7259.2,2746.8,2659.5,2136.2000000000003,2048.9,28.19633864684736
20,29.0,7300.099999999999,2738.5,2652.0,2121.4,2034.9,28.111510258994713
21,29.0,7357.2,2716.6000000000004,2631.3,2104.6000000000004,2019.3000000000002,27.861189933998737
22,29.1,7547.799999999999,2777.9,2700.2000000000003,2110.5,2032.8000000000002,27.841957599381974
23,29.0,7269.7,220.2,220.2,25.9,25.9,26.934093896670838
24,29.0,7301.7,2720.2,2633.7999999999997,2105.2,2018.7999999999997,27.384649014653206
25,29.1,7403.7,2707.6,2622.6,2087.6,2002.6,27.379403013069133
26,29.2,7390.299999999999,2684.9,2601.3,2069.3,1985.7,27.290042513175024
27,29.3,7547.099999999999,2671.0,2588.1,2049.2999999999997,1966.3999999999999,27.247634874540225
28,29.2,7675.799999999999,2727.2000000000003,2652.7000000000003,2056.3,1981.8000000000002,27.406002515770446
29,0.0,0.0,0.0,0.0,0.0,0.0,26.96419496283708
