,Capacity
0,1.713782642126885
1,1.6955681658647108
2,1.6814906372051954
3,1.6786372409532953
4,1.6694168550864992
5,0
6,1.6611938521224778
7,1.6506423382064332
8,1.6424273190907783
9,1.6353664801041328
10,1.633232875930849
11,1.6258840554387932
12,1.617976174654771
13,1.6136652707273988
14,1.605821026619692
15,1.6033527961961531
16,1.5951342406182645
17,1.5878135544728507
18,1.5800601969084245
19,1.575565087879128
20,1.5950169012164208
21,1.5898075522577595
22,1.5807953202097411
23,1.5704333289187615
24,1.5643368431897877
25,1.558307017802491
26,1.5537149289772467
27,1.549528250585513
28,1.5424430535161062
29,1.54256227031715
30,1.5309356452520158
31,1.5247733176952427
32,1.5196742408779502
33,1.5123696925788683
34,1.499914486202397
35,1.4924106271188253
36,1.492624987952706
37,1.4924024018806028
38,1.4853020201751674
39,1.477208127101587
40,1.4694738525181406
41,0.057034391042653794
42,0.0571536334895882
43,0.05729366005937665
44,0.05744203185278054
45,0.06713062107721124
46,0.06714781920234739
47,0.06732001211690299
48,0.06784038051613318
49,0.06799604927210635
50,0.06828011147886554
51,0.06844632943125976
52,0.06851361914788083
53,0.06887402435616684
54,0.056544389321695726
55,0.06918353164189846
56,0.059122086455436665
57,0.06956120084140223
58,0.07017897804376615
59,0.07028148183862523
60,0.05787364202878375
61,0.07056618554293374
62,0.057989410208958
63,0.07129266446800787
64,0.07146546557664281
65,0.0716254973792324
66,0.07192596356272017
67,0.058840095111364746
68,0.07213853480103966
69,0.07231835711877917
70,0.05938170626668099
71,0.07294488485625279
72,0.07306917734079586
73,0.07317054128128272
74,0.07347430293304898
75,0.06010697591831878
76,0.07383162509955737
77,0.060495215307428206
78,0.060604010237618126
79,0.06073438432235217
80,0.06099653048237791
81,0.061130459259873135
82,0.06129124410987595
83,0.06130329065804092
84,0.061151661574090986
85,0.061405387192057306
86,0.06175780765942851
87,1.5250840516518187
88,1.552568811301301
89,1.5427752626774387
90,1.5331932831264679
91,1.5152721949172019
92,1.5074989761997712
93,1.4896288908647644
94,1.4780778852088083
95,1.4700035345334466
96,1.4565623180137077
97,1.445976962830235
98,1.4325855992469252
99,1.4197344854662965
100,1.401262575071573
101,1.3862945308535968
102,1.384130256052478
103,1.3651743201871416
104,1.361508332192898
105,1.351001663879717
106,1.3282588067265129
107,1.3257206687421472
108,1.3142909715978441
109,1.3003260094811093
110,1.2881071401556836
111,1.2767801501201566
