,Capacity
0,1.001982588175331
1,1.8011007566288924
2,1.8044229856020628
3,1.804388833772829
4,1.7989248871784247
5,1.792996521672392
6,1.7885507985621891
7,1.7890856930727703
8,1.7893137312833287
9,1.7860759459480868
10,1.7836324249650817
11,1.7829728738072719
12,1.7813775963259668
13,1.7785359545932946
14,1.7759043090943398
15,1.7780426649905914
16,1.7830029333591655
17,1.7883000424613877
18,1.779294712578026
19,1.7709235500451854
20,1.7659050180801104
21,1.7826929241469245
22,1.7964662072920203
23,1.7909083533422898
24,1.78518002808874
25,1.7811343176546524
26,1.7755577789223567
27,1.776885870616115
28,1.7713083410378214
29,1.7713348840874137
30,1.7660842866405053
31,1.7592793663412327
32,1.7610368813762423
33,1.760242767365706
34,1.7555899416034397
35,1.7545602176655593
36,1.7499108336094897
37,1.7610225525303758
38,1.7624094574337117
39,1.7536170397120676
40,1.7462044775191679
41,1.7406176172769725
42,1.750690404425682
43,1.765112055153915
44,1.7631888267564881
45,1.9854929528970957
46,1.7653557308133239
47,1.7571880383127276
48,1.7573770661844437
49,1.7617376127979814
50,1.7606892547636663
51,1.760669562156983
52,1.752963802649152
53,1.750535708024147
54,1.7500761995337284
55,1.7465957802278385
56,1.753614286788707
57,1.750725029920349
58,1.7433053490810113
59,1.7336625052776187
60,1.7319207051538927
61,1.7428604522751463
62,1.743306971099712
63,1.738524506272696
64,1.7295622663746972
65,1.7273036765742085
66,1.7449370491071912
67,1.7642432071133693
68,1.7504882032049596
69,1.7442710815479923
70,1.7365413923373951
71,1.733223093105756
72,1.73860622908762
73,1.7432134953746192
74,1.7332698214832971
75,1.7298906291663272
76,1.7204403348841348
77,1.724420729012913
78,1.7214872814061166
79,1.7197448773569262
80,1.7164304142145894
81,1.7112029253299619
82,1.7102343231599222
83,1.713096882151029
84,1.7103708617208135
85,1.7064617296121434
86,1.7029429979110946
87,1.7072612643840062
88,1.7038637196766078
89,1.7079617948422274
90,1.7113022833627787
91,1.714122057472244
92,1.7053324925701605
93,1.6934609472531408
94,1.6905244127230223
95,1.7007774858498304
96,1.6971104467944576
97,1.6997924522951837
98,1.6912704773954121
99,1.6857127009469863
100,1.6832093771286156
101,1.692886364169521
102,1.6984668174144633
103,1.6935813413828429
104,1.6830951253781283
105,1.6850462226942986
106,1.6803098840017598
107,1.6944038437227715
108,1.6955686127180103
109,1.6841854728350405
110,1.6722180144870118
111,1.6675976965747183
112,1.6781873787039017
113,2.4440624320786557
114,1.6913403148932205
115,1.6802787096613283
116,1.673147301023026
117,1.6704292090032429
118,1.6659903350115992
119,1.664241575272447
120,1.6668450767774965
121,1.6594501560667536
122,1.662412523067319
123,1.6603526083225701
124,1.6610231379633236
125,1.6575187557321613
126,1.6507877959674548
127,1.6532570062110141
128,1.6494214846772686
129,1.6678591915666705
130,1.670862764324967
131,1.6658118164053368
132,1.6532998517617
133,1.6468787023528522
134,1.6718953249703756
135,1.6807743463585727
136,1.6737717086703074
137,1.6605773762487392
138,1.655987781146086
139,1.6468623183898439
140,1.6574621175432847
141,1.6603991175216894
142,1.6460789092837111
143,1.6408366462659327
144,1.6344408920281601
145,1.6374039186504212
146,1.64738207540524
147,1.6545646441622355
148,1.640896560729935
149,1.6265229979339635
150,1.6217349144630457
151,1.6248200059639546
152,1.61880119736137
153,1.6137350490334217
154,1.612012823654141
155,1.6671032556887178
156,1.6850133383886254
157,1.6786654987614698
158,1.6729763502191373
159,1.666489034299654
160,1.6698420840710908
161,1.6746744228027035
162,1.6665045335145643
163,1.6522220848347273
164,1.6462718275099526
165,1.642399234692521
166,1.651178607099992
167,1.6481683120281931
168,1.6478887725428397
169,1.635843650915682
170,1.6332362811945516
171,1.629926467682987
172,1.6387862629287224
173,1.6359654863840773
174,1.631137043967566
175,1.6220189720888463
176,1.6416044978422155
177,1.6253090231457805
178,1.6196134522239483
179,1.6124236174774371
180,1.6077701029913394
181,1.6088077531981582
182,1.6083556258734268
183,1.6068202519011539
184,1.601770977206713
185,1.594911734692208
186,1.5938139125387372
187,1.5920273129504596
188,1.5847361549778751
189,1.5763429363936798
190,1.5720229174642286
191,1.5729874285512353
192,1.596985400389019
193,1.595726023703856
194,1.579500338340559
195,1.5629469877520186
196,1.5591129431541175
