,CCCT,CVCT,V37_419,V38_419,V37_41,V38_41,Temperature
0,2599.9,8203.099999999999,2500.4,2443.7,1669.8000000000002,1613.1000000000001,25.907985663073088
1,2601.5,8201.599999999999,2466.4,2395.8,1759.0,1688.4,24.727306081931474
2,2603.4,8137.299999999999,2468.2000000000003,2397.0,1774.6000000000001,1703.4,24.50397181900134
3,2602.6,8075.799999999999,2470.5,2399.4,1787.0,1715.9,24.348885868090353
4,2584.1,8219.9,2457.7999999999997,2387.7999999999997,1777.3999999999999,1707.3999999999999,24.137597579957855
5,2547.7,8258.3,2471.7000000000003,2423.8,1738.7,1690.8000000000002,24.151580151392057
6,2572.0,8233.8,2454.2999999999997,2387.0,1783.1,1715.8,24.037343987814612
7,2571.4,8234.599999999999,2457.6,2389.2999999999997,1791.5,1723.2,24.065883368033738
8,2579.8,8224.8,2460.8,2391.8,1797.6000000000001,1728.6000000000001,24.094275797672235
9,2574.9,8230.5,2459.5,2390.7999999999997,1799.5,1730.8,23.990752129883173
10,2541.7,8264.8,2469.6,2424.1,1759.6000000000001,1714.1000000000001,24.058654010731185
11,2581.7,8221.8,2469.2,2400.4,1814.3999999999999,1745.6,24.245444516410142
12,2576.8,8229.599999999999,2464.8,2396.0,1811.8000000000002,1743.0,24.09959341575549
13,2573.6,8231.2,2463.2,2394.6,1812.2,1743.6000000000001,24.088392047468204
14,2569.9,8235.2,2459.8999999999996,2391.7,1811.1000000000001,1742.9,24.10645885566613
15,2573.2,8230.599999999999,2498.7999999999997,2450.2,1813.9,1765.3,25.253573022518065
16,2626.5,8170.0,2506.8999999999996,2435.3999999999996,1868.0,1796.5,26.15698722576941
17,2643.2,8154.0,2523.2999999999997,2449.7,1889.6999999999998,1816.1,25.98975036793198
18,2597.8,8200.099999999999,2482.4,2411.8,1842.3000000000002,1771.7,24.75490648177289
19,2576.3,8215.3,2467.2,2398.3,1826.8,1757.8999999999999,24.365787864975356
20,2535.4,8243.0,2462.9,2422.4,1779.1000000000001,1738.6000000000001,24.375971403997298
21,2753.7,7743.599999999999,2634.7,2566.5,1970.5,1902.3,26.76704877771103
22,2708.3,8041.9,2561.1,2484.6,1920.7,1844.2,26.025074259777117
23,2682.4,8121.299999999999,2539.1,2463.7999999999997,1897.6000000000001,1822.3,25.59675244451564
24,2659.7,8141.7,2526.2,2452.1,1886.1000000000001,1812.0,25.534433563379483
25,2655.3,8147.7,2524.4,2450.7000000000003,1886.6,1812.9,25.669703594534173
26,2647.0,8156.7,2549.2000000000003,2489.8,1878.3000000000002,1818.9,25.40951944011961
27,2667.3,8123.599999999999,2534.1,2461.0,1899.6,1826.5,26.275163452506014
28,2651.9,8152.299999999999,2521.1000000000004,2448.5,1886.5,1813.9,25.817009436245133
29,2637.8,8166.9,2508.4,2436.4,1872.0,1800.0,25.415992598327335
30,2625.1,8172.799999999999,2496.9,2425.9,1860.8,1789.8,25.35904282292891
31,2625.2,8180.599999999999,2530.1,2478.7000000000003,1847.7,1796.3,25.110055392827352
32,2635.3,8123.799999999999,2507.8999999999996,2438.0,1876.0,1806.1,26.003423611549277
33,2633.5,8089.9,2501.3,2430.7000000000003,1869.3,1798.7,25.662282014884894
34,2620.3,8183.299999999999,2485.7,2416.7,1852.2,1783.2,25.377102435138223
35,2605.4,8179.599999999999,2480.3,2411.7000000000003,1849.0,1780.3999999999999,25.40232455792833
36,2608.5,8198.7,2516.6,2468.2000000000003,1835.8,1787.3999999999999,25.426471046932814
37,2672.9,7975.2,2533.7000000000003,2461.3,1906.6,1834.2,27.479590475624086
38,2689.3,7810.7,2550.7,2477.2,1923.6,1850.1,28.108552471224623
39,2634.3,8058.5,2504.7000000000003,2434.4,1879.7,1809.4,26.49558076326607
40,2601.7,7986.099999999999,2476.9,2409.5,1848.5,1781.1,25.81489249545392
41,2568.9,8195.0,2478.6000000000004,2437.0,1808.2,1766.6000000000001,24.826540845181007
42,2714.5,7825.4,2609.0,2546.2000000000003,1920.5,1857.7,26.79970691155581
43,2733.1,7805.9,2572.7000000000003,2496.1,1940.7,1864.1000000000001,27.74958674732433
44,2702.9,2245.7999999999997,2546.9,2471.4,1917.3,1841.8,28.70028082287561
45,2749.1,7737.5,2643.1,2580.4,1943.9,1881.2,27.8391403851944
46,2714.0,7868.099999999999,2553.2999999999997,2479.1,1900.2,1826.0,26.77689277733354
47,2697.8,7923.799999999999,2541.5,2468.2999999999997,1878.7,1805.5,26.324795740744577
48,2692.1,8112.7,2530.8999999999996,2458.0,1867.0,1794.1,26.316659103181216
49,2714.7,7897.799999999999,2551.2999999999997,2476.9,1897.1000000000001,1822.7,27.517415935326273
50,29.7,7788.0,2629.1,2566.0,1916.1000000000001,1853.0,27.68369504016409
51,2716.0,7840.799999999999,2555.1000000000004,2480.7000000000003,1899.0,1824.6000000000001,27.14599765338197
52,2699.9,7888.099999999999,2542.5,2469.3,1878.9,1805.7,26.736635319558303
53,2672.7,7943.5,2521.7,2449.1,1870.0,1797.4,26.588071671581062
54,2685.8,7880.5,2535.6,2462.3,1882.4,1809.1000000000001,26.92697713466223
55,29.9,8078.9,2585.2000000000003,2525.9,1877.4,1818.1,27.01835874964169
56,29.9,7724.9,2578.9,2504.7,1917.0,1842.8,28.55924287940608
57,2694.6,7907.4,2537.9,2464.6,1879.0,1805.7,26.907112086603266
58,2650.3,7949.9,2495.9,2425.0,1840.3,1769.4,26.09160348392822
59,2622.0,7981.599999999999,2481.2999999999997,2412.6,1824.3,1755.6000000000001,25.81639306361117
