,Capacity
0,0.7399351039859233
1,1.1665440238116096
2,1.1052521456138635
3,1.0960302257185877
4,1.0754450685609742
5,1.0655493528023796
6,1.0568368579972396
7,1.0449064445364842
8,1.0458363976936966
9,1.018187920878015
10,1.0226409233672233
11,1.03890961861509
12,1.0173250354350074
13,1.033183911994548
14,1.0095232119739597
15,0.9862483259626477
16,1.0080048320000436
17,1.0153387761254196
18,1.0106786853355956
19,1.010409656585336
20,0.9801433323963482
21,1.1016641723624385
22,1.0826512239001271
23,1.0575008387868343
24,1.0385517331615322
25,1.0073294901291132
26,1.0160400308540347
27,1.0158319636440951
28,1.0015383803216271
29,0.9812488615918239
30,0.9987416030110134
31,0.9584014230949642
32,0.9800846133894623
33,0.9720372198962766
34,0.9693202807518411
35,0.9479786388506265
36,0.9638519569071228
37,0.9682336695484697
38,0.9407020864603765
39,0.9618442077038963
40,0.9332340144199703
41,0.9313454737145217
42,0.9976429099116705
43,0.9833315262972037
44,0.9904370062777442
45,0.9499871340436294
46,0.9526027840900876
47,0.8850175175465715
48,0.9937402750241768
49,0.995507330519279
50,0.975407870968116
51,0.965960558373922
52,0.9573702621688754
53,0.9294756591964932
54,0.9323553879823946
55,0.954568378404969
56,0.9330242104372937
57,0.923294184000959
58,0.9257799164262976
59,0.9162765793280084
60,0.9387011679112469
61,0.9158990586877171
62,0.9202608990433788
63,0.9111253917360889
64,0.8980507043695345
65,0.9278864624016372
66,0.9118415396987224
67,0.8936491649329469
68,0.9100864492604255
69,0.9114904731460941
70,0.9337172811638196
71,0.8981517756068776
72,0.9139367135371254
73,0.8764848617154279
74,0.8854917958581964
75,0.8819074622846708
76,0.9045809105944795
77,0.8734606349455996
78,0.903131190986828
79,0.8712217754060124
80,0.8936499043476617
81,0.8835064014687892
82,0.8779403705367915
83,0.8599389109365094
84,0.8697358119609565
85,0.8638271814812677
86,0.8865694537789144
87,0.8690078572313327
88,0.8474446088377652
89,0.8799727721580702
90,0.9110444582768508
91,0.9121724293355059
92,0.8872043975884799
93,0.8961236767959215
94,0.8851334001128452
95,0.8793386645436118
96,0.8461224238450626
97,0.8705933152969343
98,0.8440520909609104
99,0.8536244678403578
100,0.8524519337958137
101,0.8373919001793014
102,0
