,CCCT,CVCT,V37_419,V38_419,V37_41,V38_41,Temperature,peak_v_arr1,peak_IC_arr1,peak_v_arr2,peak_IC_arr2,peak_v_arr3,peak_IC_arr3,Capacity
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,139.8,10623.1,134.5,134.5,60.0,60.0,6.346660652666447,4.164141472237608,3.6813481438931532,4.164141472237608,3.6813481438931532,4.164141472237608,3.6813481438931532,0.927952404748273
2,117.8,10643.4,117.60000000000001,117.60000000000001,50.699999999999996,50.699999999999996,6.18467402193531,3.9794997843621362,1.3213014173125197,4.011333676861379,1.3672464871722652,4.011333676861379,1.3672464871722652,0.885193608411576
3,112.5,10644.5,112.7,112.7,47.1,47.1,6.199398112128066,4.15728303431034,3.19063090815113,4.15728303431034,3.19063090815113,4.15728303431034,3.19063090815113,0.8581010699478283
4,109.3,10648.6,110.5,110.5,45.5,45.5,6.132889757838919,4.158110481082475,3.172194923081171,4.158110481082475,3.172194923081171,4.158110481082475,3.172194923081171,0.8409352213456689
5,106.9,10649.9,108.5,108.5,44.199999999999996,44.199999999999996,6.240752508687593,4.140985487387069,2.9879918065140356,4.158388437584291,3.1126028692859515,4.169234414805666,3.1733049955309296,0.8245471942901911
6,109.7,10655.0,108.5,108.5,43.5,43.5,6.354277877807074,4.158128054104899,3.1608649403550046,4.158128054104899,3.1608649403550046,4.158128054104899,3.1608649403550046,0.7935960418803983
7,109.8,10643.8,111.30000000000001,111.30000000000001,45.5,45.5,6.463270866400196,4.158541468455061,3.205940570014339,4.158541468455061,3.205940570014339,4.158541468455061,3.205940570014339,0.8183676087159205
8,96.0,10656.199999999999,98.60000000000001,98.60000000000001,38.5,38.5,6.362041799290184,4.0100615744065795,1.3569406518747869,4.039240946849384,1.409935794117403,4.160351242586625,2.933663324903182,0.7977644276409412
9,101.9,10650.4,103.30000000000001,103.30000000000001,41.6,41.6,6.402988789679018,3.9875833084833694,1.315734993715982,4.159425722537008,3.0209232038880014,4.159425722537008,3.0209232038880014,0.7993777411831636
10,89.3,10672.8,90.7,90.7,34.5,34.5,6.3441469127079735,4.0170248227121865,1.3529442526031437,4.046192644626116,1.4033436124795968,4.046192644626116,1.4033436124795968,0.7783107440628891
11,77.3,10676.8,82.10000000000001,82.10000000000001,29.799999999999997,29.799999999999997,6.292733673663424,4.11275374739737,2.152497416108477,4.154655753331067,2.5402412500390232,4.167895486582954,2.630917322245974,0.7803738231239117
12,104.9,10658.0,103.60000000000001,103.60000000000001,40.0,40.0,6.367852147221763,4.145593380242146,3.006331684053634,4.161526839873381,3.1271556197514006,4.161526839873381,3.1271556197514006,0.7713058245640294
13,104.0,10655.699999999999,103.60000000000001,103.60000000000001,40.8,40.8,6.358666739311777,4.1618899804480485,3.098587822302432,4.1618899804480485,3.098587822302432,4.1618899804480485,3.098587822302432,0.795279016979026
14,99.9,10662.5,99.4,99.4,39.199999999999996,39.199999999999996,6.3346393244099675,3.9923559218984037,1.3257927535360758,4.162299766170085,2.9839405548820284,4.162299766170085,2.9839405548820284,0.7824128169919247
15,90.1,10666.8,91.30000000000001,91.30000000000001,34.8,34.8,6.342789977695119,4.0159609485177885,1.3393717305989776,4.0453463970238115,1.3919833046222745,4.0453463970238115,1.3919833046222745,0.7649414992231182
16,84.4,9062.1,88.30000000000001,88.30000000000001,33.0,33.0,6.32005326934741,4.018836333158038,1.3292229567740121,4.048456188197018,1.3813308547481937,4.048456188197018,1.3813308547481937,0.7544899426779375
17,72.6,10683.699999999999,77.5,77.5,27.5,27.5,6.187144352852324,4.0173292530472375,1.28351333894008,4.117247225216126,2.0923030385389074,4.172853614933844,2.563702329626776,0.7504048978314295
18,86.6,10669.0,90.60000000000001,90.60000000000001,34.8,34.8,6.229111278750745,4.015178388052965,1.327424139945103,4.044848116645426,1.3786766172859242,4.044848116645426,1.3786766172859242,0.7407258109620256
19,158.2,10588.0,158.3,158.3,85.4,85.4,6.188388256154581,3.9048778416544225,1.1654825577530068,3.9048778416544225,1.1654825577530068,3.9048778416544225,1.1654825577530068,0.0
20,70.9,10691.3,73.80000000000001,73.80000000000001,26.099999999999998,26.099999999999998,6.164860033220079,4.020385200816591,1.2662768136907212,4.1219763209314095,2.0510353462347872,4.161974024563713,2.427537034679793,0.7308525593793626
21,78.9,10679.699999999999,80.80000000000001,80.80000000000001,29.799999999999997,29.799999999999997,6.342501812627873,4.1583273446393605,2.5252035346568356,4.172238125391975,2.6351529600303074,4.172238125391975,2.6351529600303074,0.7287255851177903
22,58.6,10699.199999999999,65.0,65.0,24.299999999999997,24.299999999999997,6.178631590788171,4.079620678456194,1.2770854430640015,4.151742858826769,2.0951087021833796,4.16858818495141,2.239357517096217,0.7161023377036263
23,74.7,10683.0,80.7,80.7,29.7,29.7,6.253433163781065,4.114846623210462,2.0760440563956024,4.158428649424172,2.500909493174543,4.158428649424172,2.500909493174543,0.7129204834988017
24,67.8,10686.6,74.30000000000001,74.30000000000001,26.5,26.5,6.201558196698034,4.0170345626857955,1.240258383108905,4.120050205070298,2.002544158542571,4.161653944778394,2.3726629518190303,0.7141991829499618
25,71.7,10685.0,78.0,78.0,28.5,28.5,6.159549767698794,4.116504097808864,2.033552241735974,4.159074569707302,2.435922412862034,4.159074569707302,2.435922412862034,0.7190570819844222
26,72.1,10682.4,76.5,76.5,27.799999999999997,27.799999999999997,6.175751461019948,4.013698818601814,1.2328132641283869,4.118828131330703,2.0158154237358086,4.159406142818517,2.412354926125478,0.7173975428775917
27,64.0,10691.699999999999,69.4,69.4,25.5,25.5,6.150165030743579,4.021901488419815,1.2391027347269175,4.071475137095596,1.3062834113461455,4.126253654160274,1.9437373483330969,0.7071027496463946
28,69.7,10678.699999999999,76.2,76.2,27.599999999999998,27.599999999999998,6.165637375839539,4.014547851537373,1.2387476963299187,4.1185925776504755,1.9978117517199117,4.142515064987448,2.2435934431360716,0.703531206505542
29,59.1,10692.0,65.80000000000001,65.80000000000001,24.9,24.9,6.151355818077522,4.014547851537373,1.2387476963299187,4.1185925776504755,1.9978117517199117,4.142515064987448,2.2435934431360716,0.6941108278958862
30,62.4,10696.199999999999,68.4,68.4,25.299999999999997,25.299999999999997,6.20923971426029,4.021472838825498,1.2060496225355526,4.07214536277583,1.2753918406850362,4.127324639911332,1.9242970989604182,0.6914114388869608
31,67.0,10687.0,72.10000000000001,72.10000000000001,26.4,26.4,6.23403413207951,4.015945703789692,1.2189680376882202,4.06630820613062,1.286479818646761,4.122136673226732,1.9357173388054694,0.6971551798505504
32,57.9,10697.4,63.5,63.5,24.0,24.0,6.213701327289025,4.1791816926040255,2.3535010054258523,4.1791816926040255,2.3535010054258523,4.1791816926040255,2.3535010054258523,0.6832460217432723
33,76.1,10681.9,77.5,77.5,28.9,28.9,6.297173756353018,4.114840242616706,2.0570208618839825,4.157306470927362,2.3945816685583794,4.181531570889536,2.5793942290945706,0.6822029317493292
34,67.7,10682.1,74.30000000000001,74.30000000000001,26.5,26.5,6.210264912614041,4.017235442202916,1.2432861864560318,4.120092559451407,2.002308457499128,4.182744411955967,2.772559954211302,0.7289529213213379
35,71.5,10681.9,76.10000000000001,76.10000000000001,27.4,27.4,6.11948304049798,4.1820571900723555,2.790098121994682,4.1820571900723555,2.790098121994682,4.1820571900723555,2.790098121994682,0.7139321758287004
36,62.8,10687.6,70.5,70.5,25.599999999999998,25.599999999999998,6.226190572340675,4.02104394532641,1.238222564967063,4.041199515012595,1.2551075503405438,4.0707826898745765,1.3045972957371437,0.6957731747455482
37,72.0,10684.5,74.80000000000001,74.80000000000001,27.2,27.2,6.195437074031994,4.160687539564566,2.3800038402605788,4.182312167380407,2.669880320915588,4.182312167380407,2.669880320915588,0.7018312962317095
38,53.7,10703.4,59.1,59.1,21.799999999999997,21.799999999999997,6.2004663293612206,4.04046834034612,1.2013781732618298,4.089724350337078,1.272925944017042,4.137655413995749,1.837659884404123,0.6911808244378487
