,Capacity
0,1.0819793880779518
1,0.927952404748273
2,0.885193608411576
3,0.8581010699478283
4,0.8409352213456689
5,0.8245471942901911
6,0.7935960418803983
7,0.8183676087159205
8,0.7977644276409412
9,0.7993777411831636
10,0.7783107440628891
11,0.7803738231239117
12,0.7713058245640294
13,0.795279016979026
14,0.7824128169919247
15,0.7649414992231182
16,0.7544899426779375
17,0.7504048978314295
18,0.7407258109620256
19,0
20,0.7308525593793626
21,0.7287255851177903
22,0.7161023377036263
23,0.7129204834988017
24,0.7141991829499618
25,0.7190570819844222
26,0.7173975428775917
27,0.7071027496463946
28,0.703531206505542
29,0.6941108278958862
30,0.6914114388869608
31,0.6971551798505504
32,0.6832460217432723
33,0.6822029317493292
34,0.7289529213213379
35,0.7139321758287004
36,0.6957731747455482
37,0.7018312962317095
38,0.6911808244378487
39,0.6843279752855028
40,0.6741394908812485
41,0.6670070174301739
42,0.6804085117374855
43,0.6617864063235485
44,0.6623168733492338
45,0.6679358357181778
46,0.6488990885270688
47,0.6503639129625527
48,0.6572077690202801
49,0.6363517458476216
50,0.6536449360948587
51,0.6391428272150887
52,0.6482206049496236
53,0.6287957471922729
54,0.6380571850193401
55,0.6554825047832906
56,0.6484934835397033
57,0.6454071687844921
58,0.6427008031845645
59,0.6352454880802477
60,0.6156760019587869
61,0.6170833682807023
62,0.6434227390858672
63,0.6278124433742752
64,0.6290078315253372
65,0
66,0.6266355568292261
67,0.6495813516716594
68,0.6337485177966306
69,0.6298550929085645
70,0.6183063778386736
71,0.6069476168507777
