,Capacity
0,0.7459302957645664
1,1.6623217152845853
2,1.645087369694532
3,1.620729289277574
4,1.5967402025126005
5,1.4856500618812698
6,1.4866702197497013
7,1.4701330958405268
8,1.4565041801019636
9,1.4418961035576472
10,1.4370949588970292
11,1.4458703624967404
12,1.4321040545618373
13,1.426720633302465
14,1.4230846885129826
15,1.4409479522418907
16,1.486901544051865
17,1.5245313226850703
18,1.4629049605190707
19,1.4230794508549893
20,1.4051040863603435
21,1.6329463925070862
22,1.5687138208259117
23,1.5149520966053402
24,1.4855182940634626
25,1.480771929049074
26,1.484026357317059
27,1.4922153055506522
28,1.473312924099279
29,1.441593178980006
30,1.4225873198015788
31,1.4266489379486664
32,1.4596775560238577
33,1.4396159938545154
34,1.4195512657848512
35,1.4118101714470452
36,1.4044196701845313
37,1.4735059098606866
38,1.492658600645149
39,1.4820260149945934
40,1.423575357658995
41,1.4038252197245347
42,1.5363173478836125
43,1.5440367168176732
44,1.507892155360249
45,1.8203060058691092
46,1.5936575758226643
47,1.533070464968097
48,1.4862143093107285
49,1.5029318848267783
50,1.5202185406928062
51,1.5118194735004464
52,1.464601301820905
53,1.4546140961511749
54,1.4333400490204142
55,1.4493262346396159
56,1.495199821798908
57,1.4720590241846008
58,1.4097383014648728
59,1.3861944181384176
60,1.3624125407550536
61,1.4471377445077278
62,1.4554483390450048
63,1.4423952167302958
64,1.377541945989605
65,1.3539935892900532
66,1.5509038861664448
67,1.5562932697752867
68,1.5067526605064707
69,1.444138733302766
70,1.4144103811292437
71,1.3897574212362729
72,1.449968311475299
73,1.4678653068012166
74,1.4290644310445066
75,1.376744834668327
76,1.3515813262521057
77,1.353993472828928
78,1.3577165116893766
79,1.334169315351027
80,1.3372147888783987
81,1.339045224276927
82,1.3439244604756322
83,1.3454786192090245
84,1.3482263029682544
85,1.3373192299576058
86,1.3402523341553034
87,1.3290965682379121
88,1.3323485655766352
89,1.3501541310555516
90,1.381523441054128
91,1.3835971952817807
92,1.3301161862080901
93,1.3176982121703233
94,1.3063657719651272
95,1.3381567383793782
96,1.3563258092165067
97,1.3648997529550058
98,1.3337639975535058
99,1.3060123668658763
100,1.3101868361375808
101,1.3567668941696103
102,1.3916857433587717
103,1.3629935079344777
104,1.3211711973900628
105,1.3074869015593356
106,1.3105881895483489
107,1.376312668196664
108,1.391764929132287
109,1.3649746353453525
110,1.3219093937291897
111,1.3090033888073913
112,1.3327005721973733
113,1.7423975189669398
114,1.37734756281946
115,1.34875988767775
116,1.3501504559881146
117,1.3387814875085953
118,1.3253371210402685
119,1.3308160596334049
120,1.333083376618503
121,1.3333226534895923
122,1.3264281097516475
123,1.323971040986857
124,1.3249364225071156
125,1.3283067675570923
126,1.314584348909226
127,1.3166841798543303
128,1.3041727649654073
129,1.3534450073572306
130,1.371294082513786
131,1.357699321922511
132,1.3286903090919502
133,1.3143943268181724
134,1.3866783030110723
135,1.3868330458429208
136,1.3548037379291014
137,1.3255787669951669
138,1.3119728676377553
139,1.3064487948795198
140,1.3418431880549024
141,1.3609210170759327
142,1.3299603677394973
143,1.299069387625936
144,1.2984544371955695
145,1.3176486091610087
146,1.3360648564106594
147,1.3635797361860138
148,1.3333112541544827
149,1.3023273463118925
150,1.2888728444455875
151,1.2902746194203034
152,1.292407565676824
153,1.2954091505102339
154,1.283229881592695
155,1.4557454024367817
156,1.454676342673242
157,1.423427718198495
158,1.392551210363313
159,1.3765732493746907
160,1.3810190828982352
161,1.4007568321672863
162,1.374645303479972
163,1.3345924114397838
164,1.336396621564738
165,1.3069152971756248
166,1.341539456674081
167,1.346388970161922
168,1.344989807277774
169,1.3158760805047784
170,1.2972766889740088
171,1.2851255211005648
172,1.3190209156530253
173,1.3410097849290994
174,1.326126983882746
175,1.3091442679990724
176,1.363001289617145
177,1.329285701687194
178,1.2969085930621855
179,1.2986285924941396
180,1.2840657611821942
181,1.3021015914136362
182,1.3089076351731335
183,1.2722519696513912
184,1.276011534360331
185,1.2605053003103004
186,1.2660681251347115
187,1.265829016865281
188,1.2655873898206993
189,1.2663598323027554
190,1.2868479432728903
191,1.270026164613209
192,1.34598253292492
193,1.3286875315413778
194,1.31203071983408
195,1.295125492961198
196,1.2802601605963335
