,Capacity
0,1.6579955793677608
1,1.5076933476098775
2,1.4989223343608031
3,1.4782919502497789
4,1.461856891390611
5,1.4509592706473475
6,1.451746997147108
7,1.444392866287476
8,1.432738323965376
9,1.417241201438662
10,1.4057559944573452
11,1.3902706269897063
12,1.4196659307880326
13,1.4190563985232272
14,1.404272356704056
15,1.3916140490958342
16,1.3749618350294734
17,1.3545155713071164
18,1.3440223073315984
19,0
20,1.372384475860572
21,1.3184105752674413
22,1.3112727599578604
23,1.2970172419001187
24,1.2995219526631718
25,1.2826154066729571
26,1.2752890152407
27,1.2735572473264072
28,1.2594114333938535
29,1.2631632585495876
30,1.2491717310136363
31,1.233984347835307
32,1.240031992028868
33,1.30370857198071
34,1.315055963470538
35,1.2888738300982074
36,1.2877137595885193
37,1.2673379985315463
38,1.250594345697306
39,1.2487131179395878
40,1.248002326082933
41,1.2300895244599586
42,1.2244197121500935
43,1.2186682845116386
44,1.2037865236033616
45,1.1947642300832226
46,1.2052091893871497
47,1.1955746593628465
48,1.1888497102149884
49,1.1915605250807406
50,1.1726587153109655
51,1.1841133872494156
52,1.1576825122317769
53,0
54,1.259355851168598
55,1.265883375278026
56,1.2472598673184119
57,1.232808747256218
58,1.2319592783041904
59,1.220785786262778
60,1.2275441303266783
61,1.2386788414290355
62,1.2283577755407058
63,1.2095481507570451
64,1.2082142070681048
65,0
66,1.2998734542832147
67,1.2691220651743778
68,1.2555144634690785
69,1.2519876926897657
70,1.2374982003019996
71,1.2231273969878986
