,Capacity
0,1.697507332205763
1,1.844701206961174
2,1.8254376674722927
3,1.815750429913437
4,1.8132993337127028
5,1.8151647619660576
6,1.8143317955190057
7,1.801343601809866
8,1.7881558802945825
9,1.7760714604539518
10,1.7852807447597443
11,1.7698116401111978
12,1.7565231680521758
13,1.7543413277348154
14,1.7392875506998715
15,1.7797845109331345
16,1.7657088508465202
17,1.7523941408724169
18,1.7380191225603105
19,1.7312214443143976
20,1.7379128985265808
21,1.7224270683625882
22,1.7184213765608034
23,1.7010220930648232
24,1.693698739563104
25,1.713072721286705
26,1.6976972688567131
27,1.6899314034061208
28,1.685023551367069
29,1.678389965463405
30,1.6737947494868326
31,1.6687898927884715
32,1.6492566306631427
33,1.6409676757039668
34,1.6456360229757092
35,1.654547743574037
36,1.6461201520877546
37,1.6275119188151763
38,1.6200530533464497
39,1.612079811711934
