,CCCT,CVCT,V37_419,V38_419,V37_41,V38_41,Temperature
0,2126.4,8164.599999999999,2639.2,2639.2,288.2,288.2,6.568303258592911
1,1267.0,8105.4,2697.4,2697.4,353.0,353.0,6.52273237575994
2,1170.2,9631.699999999999,1107.7,1107.7,295.5,295.5,6.456468742708297
3,1159.0,495.8000000000002,1020.2,1020.2,392.2,392.2,7.848773939067537
4,0.0,0.0,0.0,0.0,0.0,0.0,5.761549939584367
5,0.0,0.0,0.0,0.0,0.0,0.0,5.763005927543187
6,0.0,0.0,0.0,0.0,0.0,0.0,5.768656962589508
7,0.0,0.0,0.0,0.0,0.0,0.0,5.734795825917118
8,0.0,0.0,0.0,0.0,0.0,0.0,5.761581156560716
9,0.0,0.0,0.0,0.0,0.0,0.0,5.736272254199153
10,0.0,0.0,0.0,0.0,0.0,0.0,5.80155029475946
11,0.0,0.0,0.0,0.0,0.0,0.0,5.7710581019479745
12,0.0,0.0,0.0,0.0,0.0,0.0,5.74657147641022
13,0.0,0.0,0.0,0.0,0.0,0.0,5.786106098379434
14,0.0,0.0,0.0,0.0,0.0,0.0,5.755549027978841
15,0.0,0.0,0.0,0.0,0.0,0.0,5.778838500483112
16,0.0,0.0,0.0,0.0,0.0,0.0,5.779357755507239
17,0.0,0.0,0.0,0.0,0.0,0.0,5.777731605014226
18,0.0,0.0,0.0,0.0,0.0,0.0,5.767351981679389
19,0.0,0.0,0.0,0.0,0.0,0.0,5.753047352689441
20,0.0,0.0,0.0,0.0,0.0,0.0,5.747397660322632
21,0.0,0.0,0.0,0.0,0.0,0.0,5.7611163546791495
22,0.0,0.0,0.0,0.0,0.0,0.0,5.761426440467075
23,0.0,0.0,0.0,0.0,0.0,0.0,5.744394982373412
24,0.0,0.0,0.0,0.0,0.0,0.0,5.7568685590795
