,CCCT,CVCT,V37_419,V38_419,V37_41,V38_41,Temperature,peak_v_arr1,peak_IC_arr1,peak_v_arr2,peak_IC_arr2,peak_v_arr3,peak_IC_arr3,Capacity
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,21.2,9711.0,903.5,903.5,313.2,313.2,6.362767819025412,4.1530295934140025,45.79369276336457,4.1530295934140025,45.79369276336457,4.1530295934140025,45.79369276336457,1.319892156462878
2,21.3,9606.4,1021.4,1021.4,245.70000000000002,245.70000000000002,6.295905796920747,4.1574193654539116,46.642080260754184,4.1574193654539116,46.642080260754184,4.1574193654539116,46.642080260754184,1.2769832801132015
3,20.9,9722.0,931.6,931.6,298.59999999999997,298.59999999999997,6.35340131259919,4.158825612310398,40.34780741997413,4.158825612310398,40.34780741997413,4.158825612310398,40.34780741997413,1.2572591312230863
4,20.8,9752.1,884.1999999999999,884.1999999999999,218.9,218.9,6.256096183143236,4.158825612310398,40.34780741997413,4.158825612310398,40.34780741997413,4.158825612310398,40.34780741997413,1.206763751299412
5,20.6,9808.199999999999,810.6999999999999,810.6999999999999,68.0,68.0,6.105969854377725,4.167516756124335,67.70149090388898,4.167516756124335,67.70149090388898,4.167516756124335,67.70149090388898,1.2077322536103197
6,21.1,9651.699999999999,1017.6,1017.6,371.2,371.2,6.415024396742603,4.115321401976154,22.389673003372142,4.157822097674323,35.02957028312919,4.169570411434434,39.61457129805142,1.2009614290093835
7,20.9,9699.4,984.3,984.3,395.29999999999995,395.29999999999995,6.446595643985088,4.163876778882318,33.69565660314303,4.163876778882318,33.69565660314303,4.163876778882318,33.69565660314303,1.189059086549973
8,20.6,9814.199999999999,832.8,832.8,243.4,243.4,6.305790178104633,4.124993661662144,26.01964551556562,4.145772206635997,31.129303211683286,4.162556522408281,27.440726658482145,1.169708782604433
9,20.9,9732.8,907.6,907.6,239.6,239.6,6.287468123702733,4.12698997450797,25.109848570504987,4.148419619472416,36.24532549015326,4.162178319736335,43.0449421817873,1.1483647194613424
10,21.1,9793.3,791.0,791.0,89.4,89.4,6.098314836587102,4.132526263269878,32.506994895223706,4.132526263269878,32.506994895223706,4.132526263269878,32.506994895223706,1.1527726060972296
11,21.2,9759.3,901.5,901.5,261.09999999999997,261.09999999999997,6.252671375231377,4.09474833691599,18.96732987844603,4.147855922159195,31.9280589806772,4.164173747719838,40.62054131950206,1.1318370471727228
12,20.8,9758.4,945.9,945.9,291.79999999999995,291.79999999999995,6.311173953906875,4.1087319091776,22.892355182233256,4.153133583417876,32.862334579243516,4.167552248708814,35.24605978250547,1.1326525803383347
13,21.2,9819.3,817.9,817.9,256.9,256.9,6.20399325347684,4.11119639064074,23.30268679200648,4.167313206584187,32.277000664968284,4.167313206584187,32.277000664968284,1.1160565716574584
14,20.8,9818.699999999999,826.9,826.9,260.5,260.5,6.203292969297051,4.15038519994429,29.742646276618807,4.1660051393638415,33.40423845963659,4.1660051393638415,33.40423845963659,1.0984641825068853
15,20.7,9941.5,745.3,745.3,76.9,76.9,6.045121805139826,4.155270733782335,45.496750323544816,4.16776423465906,45.330074064719966,4.16776423465906,45.330074064719966,1.092569410309668
16,20.7,9692.699999999999,969.0,969.0,313.0,313.0,6.297508253138991,4.135179544262958,31.296481185523007,4.165368650396205,33.557048660461334,4.165368650396205,33.557048660461334,1.109167680712031
17,21.4,9705.8,976.5,976.5,322.5,322.5,6.292988587670421,4.151215246905108,33.07561245888189,4.174629547542161,33.29085884039896,4.174629547542161,33.29085884039896,1.107503502890571
18,21.3,9746.5,944.5,944.5,324.09999999999997,324.09999999999997,6.271934455983714,4.1039786358944275,21.71186866323705,4.151378833263845,33.640613706142474,4.167010068637344,36.43011073082369,1.106751675424531
19,21.3,9787.4,872.1999999999999,872.1999999999999,275.7,275.7,6.209426180256399,4.128264773789176,27.371484514094917,4.1610717472508885,28.91195335497235,4.1610717472508885,28.91195335497235,1.0726694124582823
20,20.6,9932.699999999999,699.8,699.8,94.2,94.2,6.012456797849327,4.150978654997798,41.559132141981145,4.150978654997798,41.559132141981145,4.150978654997798,41.559132141981145,1.0776844021506693
21,20.9,9573.4,1051.5,1051.5,134.1,134.1,6.050249454145582,4.1307365689463245,51.62867092206735,4.144046492511251,51.12574477650027,4.144046492511251,51.12574477650027,1.1981714734535909
22,20.8,9637.699999999999,990.5,990.5,383.4,383.4,6.215468411789182,4.110792742942576,25.849264086130866,4.13557890908258,27.707763103636424,4.165838613698932,31.27379755758045,1.162538155268093
23,20.9,9668.8,982.9,982.9,391.2,391.2,6.254030541423942,4.139335454112322,34.22047165879338,4.163989614585619,27.038303943147227,4.163989614585619,27.038303943147227,1.1556827465844224
24,21.4,9675.699999999999,1028.9,1028.9,425.4,425.4,6.324056633872664,4.106272090041981,23.341251418047825,4.158373414073793,34.65983257244638,4.1737776946001,31.744580792770975,1.137444098422356
25,21.1,9584.8,1073.5,1073.5,349.79999999999995,349.79999999999995,6.206807094744024,4.13304513744044,34.79129540352554,4.152137805689778,35.849682632516554,4.172374783299026,39.75258686858254,1.1126375352125493
26,20.6,9759.0,889.6,889.6,105.30000000000001,105.30000000000001,6.049579103255772,4.13332636363571,40.72448011135583,4.152261521074076,41.47418478276714,4.16775197617542,39.36664962641958,1.098656067845981
27,21.2,9664.8,986.1,986.1,370.29999999999995,370.29999999999995,6.187980062332657,4.0985759843832374,30.783594785287093,4.1632898007677,29.66366346245836,4.1786640171043645,39.98270309394343,1.098530275888464
28,20.7,9650.8,1001.6999999999999,1001.6999999999999,376.0,376.0,6.2017125703279445,4.1030588496031575,29.853822051320982,4.127828520594861,31.255280327905147,4.176997450987908,30.240499577840023,1.1029370400968537
29,21.1,9561.3,1086.7,1086.7,395.79999999999995,395.79999999999995,6.252870350778738,4.1459965289995,33.13991972600076,4.167851943278395,35.35607716329252,4.180760940430915,30.969960535563857,1.0949644922735318
30,20.7,9702.9,941.1,941.1,342.09999999999997,342.09999999999997,6.195536639641867,4.131345609390221,30.47427398948416,4.170519865597985,24.620476588350815,4.170519865597985,24.620476588350815,1.0890679714830998
31,21.1,9876.199999999999,798.4,798.4,120.30000000000001,120.30000000000001,6.02449514428027,4.154158705883457,38.82176298326032,4.174102167298184,40.00267980398812,4.174102167298184,40.00267980398812,1.073323391636053
32,20.7,9647.8,1041.8000000000002,1041.8000000000002,433.7,433.7,6.287460991313408,4.13254182985009,29.53388975004646,4.155215125331282,31.129685357346435,4.17365856128685,35.70292385923706,1.095373856745309
33,20.8,9737.9,899.3,899.3,348.2,348.2,6.176543188734347,4.082929216161785,19.64137064545272,4.1689650309448885,31.778413072874827,4.181738426676958,35.962474423885816,1.0639517466243125
34,21.0,9679.6,1000.5,1000.5,397.29999999999995,397.29999999999995,6.286586281237489,4.142139976544482,30.45240898500527,4.162739240036288,33.8507642489556,4.179342972865546,24.356522774741922,1.085798072407703
35,21.0,9699.199999999999,943.1999999999999,943.1999999999999,336.2,336.2,6.190652921726205,4.157077427988865,31.202103823964745,4.177619564404206,35.01939651074103,4.177619564404206,35.01939651074103,1.0588748965507555
36,20.8,9838.6,796.4,796.4,154.6,154.6,6.016292236626998,4.129844154449614,30.61548755224833,4.179719681410914,37.49749334388349,4.183877059993997,37.48484491574871,1.0813260035191288
37,21.3,9767.6,887.3,887.3,345.2,345.2,6.200283418160894,4.093997507528218,21.02041389706413,4.128122544499901,28.749549367260318,4.180044318688182,29.567098170846013,1.061601862588323
38,21.0,9664.699999999999,978.6,978.6,355.79999999999995,355.79999999999995,6.19883468961534,4.132461146414457,28.740700513048697,4.171125300918878,32.80251890757428,4.183294942719493,29.55143536751922,1.0593920670581127
39,20.9,9727.5,959.9,959.9,364.5,364.5,6.207875248234381,4.1353650531058035,28.824683397107307,4.154277572872118,29.197784416725945,4.18281809382628,21.660056342094585,1.0742513141424723
40,21.1,9790.6,856.0,856.0,356.29999999999995,356.29999999999995,6.172535485175445,4.074838358229509,18.66829955879148,4.16756456460802,28.548282303321436,4.180598230456503,31.1670636128092,1.04056147341315
41,21.1,9830.8,807.1,807.1,147.8,147.8,6.040405247933999,4.184251025594465,30.785970984075945,4.184251025594465,30.785970984075945,4.184251025594465,30.785970984075945,1.0575656535324895
42,20.7,9666.8,967.6999999999999,967.6999999999999,154.20000000000002,154.20000000000002,6.035372567622433,4.129600592113628,40.335099543230164,4.162263119025125,39.66715315582901,4.180391208471182,37.11019420730987,1.0983528970914622
43,21.0,9577.4,1107.3000000000002,1107.3000000000002,494.79999999999995,494.79999999999995,6.3479720427515876,4.141774908849248,30.578159701902663,4.165147314043138,32.573831512126816,4.180550847935609,29.994875177609853,1.109758993739737
44,21.1,9764.4,881.9,881.9,365.0,365.0,6.185404206578165,4.118309189980054,22.231306391054986,4.175311162672885,25.784376861649857,4.183973109000373,26.41223127426907,1.0793315779206871
45,20.8,9657.6,972.0,972.0,387.9,387.9,6.217682522657702,4.109049674571602,21.222292935045317,4.145705806140451,30.129926400011254,4.173949879825449,33.023744343173185,1.0716159094756148
